Eco-drive file
1606  1
1	713	00010	1	1	1	498	1	1	1	1	1	300
2	2257	00010	1	1	1	462	1	1	1	1	1	300
3	3111	00010	1	1	1	956	1	1	1	1	1	300
4	3558	00010	1	1	1	778	1	1	1	1	1	300
5	717	00010	1	2	1	512	1	1	1	1	1	300
6	1526	00010	1	2	1	778	1	1	1	1	1	300
7	2851	00010	1	2	1	832	1	1	1	1	1	300
8	3556	00010	1	2	1	246	1	1	1	1	1	300
9	2260	00010	1	3	1	246	1	1	1	1	1	300
10	2263	00010	1	3	1	339	1	1	1	1	1	300
11	3132	00010	1	3	1	111	1	1	1	1	1	300
12	1236	00010	1	4	1	111	1	1	1	1	1	300
13	2258	00010	1	4	1	338	1	1	1	1	1	300
14	3555	00010	1	4	1	530	1	1	1	1	1	300
15	777	00010	1	5	1	809	1	1	1	1	1	300
16	2259	00010	1	5	1	530	1	1	1	1	1	300
17	2822	00010	1	5	1	684	1	1	1	1	1	300
18	3418	00010	1	5	1	591	1	1	1	1	1	300
19	776	00010	1	6	1	208	1	1	1	1	1	300
20	2256	00010	1	6	1	591	1	1	1	1	1	300
21	3174	00010	1	6	1	782	1	1	1	1	1	300
22	3417	00010	1	6	1	381	1	1	1	1	1	300
23	774	00010	1	7	1	193	1	1	1	1	1	300
24	2043	00010	1	7	1	459	1	1	1	1	1	300
25	2846	00010	1	7	1	135	1	1	1	1	1	300
26	2852	00010	1	7	1	566	1	1	1	1	1	300
27	760	00010	1	8	1	441	1	1	1	1	1	300
28	2853	00010	1	8	1	366	1	1	1	1	1	300
29	3119	00010	1	8	1	783	1	1	1	1	1	300
30	567	00010	1	9	1	688	1	1	1	1	1	300
31	1744	00010	1	9	1	783	1	1	1	1	1	300
32	2642	00010	1	9	1	813	1	1	1	1	1	300
33	3256	00010	1	9	1	795	1	1	1	1	1	300
34	518	00010	1	10	1	118	1	1	1	1	1	300
35	566	00010	1	10	1	102	1	1	1	1	1	300
36	1797	00010	1	10	1	319	1	1	1	1	1	300
37	2636	00010	1	10	1	515	1	1	1	1	1	300
38	1039	00010	1	11	1	1068	1	1	1	1	1	300
39	1517	00010	1	11	1	795	1	1	1	1	1	300
40	2633	00010	1	11	1	708	1	1	1	1	1	300
41	2987	00010	1	11	1	319	1	1	1	1	1	300
42	744	00010	1	12	1	198	1	1	1	1	1	300
43	2045	00010	1	12	1	1174	1	1	1	1	1	300
