Eco-drive file
1606  1
1	713	11100	1	1	1	498	1	1	1	1	1	300
2	2257	11100	1	1	1	462	1	1	1	1	1	300
3	3111	11100	1	1	1	956	1	1	1	1	1	300
4	3558	11100	1	1	1	778	1	1	1	1	1	300
5	717	11100	1	2	1	512	1	1	1	1	1	300
6	1526	11100	1	2	1	778	1	1	1	1	1	300
7	2851	11100	1	2	1	832	1	1	1	1	1	300
8	3556	11100	1	2	1	246	1	1	1	1	1	300
9	2260	11100	1	3	1	246	1	1	1	1	1	300
10	2263	11100	1	3	1	339	1	1	1	1	1	300
11	3132	11100	1	3	1	111	1	1	1	1	1	300
12	1236	11100	1	4	1	111	1	1	1	1	1	300
13	2258	11100	1	4	1	338	1	1	1	1	1	300
14	3555	11100	1	4	1	530	1	1	1	1	1	300
15	777	11100	1	5	1	809	1	1	1	1	1	300
16	2259	11100	1	5	1	530	1	1	1	1	1	300
17	2822	11100	1	5	1	684	1	1	1	1	1	300
18	3418	11100	1	5	1	591	1	1	1	1	1	300
19	776	11100	1	6	1	208	1	1	1	1	1	300
20	2256	11100	1	6	1	591	1	1	1	1	1	300
21	3174	11100	1	6	1	782	1	1	1	1	1	300
22	3417	11100	1	6	1	381	1	1	1	1	1	300
23	774	11100	1	7	1	193	1	1	1	1	1	300
24	2043	11100	1	7	1	459	1	1	1	1	1	300
25	2846	11100	1	7	1	135	1	1	1	1	1	300
26	2852	11100	1	7	1	566	1	1	1	1	1	300
27	760	11100	1	8	1	441	1	1	1	1	1	300
28	2853	11100	1	8	1	366	1	1	1	1	1	300
29	3119	11100	1	8	1	783	1	1	1	1	1	300
30	567	11100	1	9	1	688	1	1	1	1	1	300
31	1744	11100	1	9	1	783	1	1	1	1	1	300
32	2642	11100	1	9	1	813	1	1	1	1	1	300
33	3256	11100	1	9	1	795	1	1	1	1	1	300
34	518	11100	1	10	1	118	1	1	1	1	1	300
35	566	11100	1	10	1	102	1	1	1	1	1	300
36	1797	11100	1	10	1	319	1	1	1	1	1	300
37	2636	11100	1	10	1	515	1	1	1	1	1	300
38	1039	11100	1	11	1	1068	1	1	1	1	1	300
39	1517	11100	1	11	1	795	1	1	1	1	1	300
40	2633	11100	1	11	1	708	1	1	1	1	1	300
41	2987	11100	1	11	1	319	1	1	1	1	1	300
42	744	11100	1	12	1	198	1	1	1	1	1	300
43	2045	11100	1	12	1	1174	1	1	1	1	1	300
44	2048	11100	1	12	1	381	1	1	1	1	1	300
45	3414	11100	1	12	1	830	1	1	1	1	1	300
46	527	11100	1	13	1	515	1	1	1	1	1	300
47	568	11100	1	13	1	403	1	1	1	1	1	300
48	2638	11100	1	13	1	725	1	1	1	1	1	300
49	3120	11100	1	13	1	804	1	1	1	1	1	300
50	731	11100	1	14	1	440	1	1	1	1	1	300
51	2047	11100	1	14	1	830	1	1	1	1	1	300
52	2847	11100	1	14	1	459	1	1	1	1	1	300
53	3208	11100	1	14	1	861	1	1	1	1	1	300
54	761	11100	1	15	1	342	1	1	1	1	1	300
55	771	11100	1	15	1	457	1	1	1	1	1	300
56	780	11100	1	15	1	441	1	1	1	1	1	300
57	2835	11100	1	15	1	204	1	1	1	1	1	300
58	738	11100	1	16	1	212	1	1	1	1	1	300
59	2813	11100	1	16	1	682	1	1	1	1	1	300
60	2820	11100	1	16	1	303	1	1	1	1	1	300
61	3420	11100	1	16	1	342	1	1	1	1	1	300
62	520	11100	1	17	1	339	1	1	1	1	1	300
63	1796	11100	1	17	1	708	1	1	1	1	1	300
64	2626	11100	1	17	1	305	1	1	1	1	1	300
65	3257	11100	1	17	1	555	1	1	1	1	1	300
66	1829	11100	1	18	1	457	1	1	1	1	1	300
67	2044	11100	1	18	1	861	1	1	1	1	1	300
68	3017	11100	1	18	1	342	1	1	1	1	1	300
69	737	11100	1	19	1	682	1	1	1	1	1	300
70	2807	11100	1	19	1	327	1	1	1	1	1	300
71	3413	11100	1	19	1	440	1	1	1	1	1	300
72	3415	11100	1	19	1	342	1	1	1	1	1	300
73	1777	11100	1	20	1	398	1	1	1	1	1	300
74	1779	11100	1	20	1	250	1	1	1	1	1	300
75	3238	11100	1	20	1	403	1	1	1	1	1	300
76	3243	11100	1	20	1	204	1	1	1	1	1	300
77	1507	11100	1	21	1	406	1	1	1	1	1	300
78	1781	11100	1	21	1	403	1	1	1	1	1	300
79	3212	11100	1	21	1	397	1	1	1	1	1	300
80	3237	11100	1	21	1	82	1	1	1	1	1	300
81	743	11100	1	22	1	309	1	1	1	1	1	300
82	746	11100	1	22	1	549	1	1	1	1	1	300
83	3432	11100	1	22	1	407	1	1	1	1	1	300
84	3520	11100	1	22	1	808	1	1	1	1	1	300
85	740	11100	1	23	1	407	1	1	1	1	1	300
86	3116	11100	1	23	1	803	1	1	1	1	1	300
87	3421	11100	1	23	1	403	1	1	1	1	1	300
88	3447	11100	1	23	1	803	1	1	1	1	1	300
89	1237	11100	1	24	1	188	1	1	1	1	1	300
90	1658	11100	1	24	1	291	1	1	1	1	1	300
91	2818	11100	1	24	1	309	1	1	1	1	1	300
92	751	11100	1	25	1	300	1	1	1	1	1	300
93	2266	11100	1	25	1	288	1	1	1	1	1	300
94	3063	11100	1	25	1	188	1	1	1	1	1	300
95	747	11100	1	26	1	789	1	1	1	1	1	300
96	779	11100	1	26	1	767	1	1	1	1	1	300
97	2829	11100	1	26	1	402	1	1	1	1	1	300
98	3563	11100	1	26	1	308	1	1	1	1	1	300
99	739	11100	1	27	1	403	1	1	1	1	1	300
100	2821	11100	1	27	1	342	1	1	1	1	1	300
101	3209	11100	1	27	1	642	1	1	1	1	1	300
102	3438	11100	1	27	1	792	1	1	1	1	1	300
103	1778	11100	1	28	1	82	1	1	1	1	1	300
104	1975	11100	1	28	1	316	1	1	1	1	1	300
105	3094	11100	1	28	1	85	1	1	1	1	1	300
106	1644	11100	1	29	1	401	1	1	1	1	1	300
107	3093	11100	1	29	1	85	1	1	1	1	1	300
108	3355	11100	1	29	1	233	1	1	1	1	1	300
109	563	11100	1	30	1	810	1	1	1	1	1	300
110	1780	11100	1	30	1	204	1	1	1	1	1	300
111	3242	11100	1	30	1	92	1	1	1	1	1	300
112	3245	11100	1	30	1	141	1	1	1	1	1	300
113	565	11100	1	31	1	400	1	1	1	1	1	300
114	1784	11100	1	31	1	602	1	1	1	1	1	300
115	3101	11100	1	31	1	201	1	1	1	1	1	300
116	3244	11100	1	31	1	810	1	1	1	1	1	300
117	2051	11100	1	32	1	642	1	1	1	1	1	300
118	2808	11100	1	32	1	342	1	1	1	1	1	300
119	2811	11100	1	32	1	266	1	1	1	1	1	300
120	3117	11100	1	32	1	630	1	1	1	1	1	300
121	764	11100	1	33	1	191	1	1	1	1	1	300
122	1745	11100	1	33	1	630	1	1	1	1	1	300
123	2842	11100	1	33	1	111	1	1	1	1	1	300
124	3289	11100	1	33	1	406	1	1	1	1	1	300
125	533	11100	1	34	1	231	1	1	1	1	1	300
126	535	11100	1	34	1	407	1	1	1	1	1	300
127	1831	11100	1	34	1	809	1	1	1	1	1	300
128	3172	11100	1	34	1	846	1	1	1	1	1	300
129	440	11100	1	35	1	233	1	1	1	1	1	300
130	1476	11100	1	35	1	279	1	1	1	1	1	300
131	2565	11100	1	35	1	270	1	1	1	1	1	300
132	3210	11100	1	35	1	401	1	1	1	1	1	300
133	1980	11100	1	36	1	124	1	1	1	1	1	300
134	1981	11100	1	36	1	284	1	1	1	1	1	300
135	3356	11100	1	36	1	279	1	1	1	1	1	300
136	562	11100	1	37	1	813	1	1	1	1	1	300
137	1256	11100	1	37	1	110	1	1	1	1	1	300
138	3360	11100	1	37	1	124	1	1	1	1	1	300
139	3361	11100	1	37	1	404	1	1	1	1	1	300
140	554	11100	1	38	1	201	1	1	1	1	1	300
141	1795	11100	1	38	1	804	1	1	1	1	1	300
142	3246	11100	1	38	1	407	1	1	1	1	1	300
143	3359	11100	1	38	1	813	1	1	1	1	1	300
144	530	11100	1	39	1	481	1	1	1	1	1	300
145	1698	11100	1	39	1	805	1	1	1	1	1	300
146	1794	11100	1	39	1	408	1	1	1	1	1	300
147	2666	11100	1	39	1	804	1	1	1	1	1	300
148	529	11100	1	40	1	555	1	1	1	1	1	300
149	1055	11100	1	40	1	198	1	1	1	1	1	300
150	1802	11100	1	40	1	846	1	1	1	1	1	300
151	2625	11100	1	40	1	805	1	1	1	1	1	300
152	755	11100	1	41	1	202	1	1	1	1	1	300
153	1803	11100	1	41	1	231	1	1	1	1	1	300
154	2622	11100	1	41	1	238	1	1	1	1	1	300
155	3267	11100	1	41	1	230	1	1	1	1	1	300
156	444	11100	1	42	1	407	1	1	1	1	1	300
157	1762	11100	1	42	1	140	1	1	1	1	1	300
158	1967	11100	1	42	1	267	1	1	1	1	1	300
159	1977	11100	1	43	1	134	1	1	1	1	1	300
160	1983	11100	1	43	1	405	1	1	1	1	1	300
161	2564	11100	1	43	1	336	1	1	1	1	1	300
162	3118	11100	1	43	1	402	1	1	1	1	1	300
163	1976	11100	1	44	1	402	1	1	1	1	1	300
164	3097	11100	1	44	1	534	1	1	1	1	1	300
165	3229	11100	1	44	1	140	1	1	1	1	1	300
166	3230	11100	1	44	1	1908	1	1	1	1	1	300
167	548	11100	1	45	1	334	1	1	1	1	1	300
168	549	11100	1	45	1	357	1	1	1	1	1	300
